종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"004650","창해에탄올","9980","-240","-2.35","1749","5.71",,,"18768","0.53","600","6.01"
"0011T0","채비","16160","-1360","-7.76",,,,,"1822","8.87","0","0.00"
"278280","천보","56000","-2800","-4.76",,,"633","88.45","36443","1.54","0","0.00"
"000650","천일고속","174900","-8900","-4.84",,,,,"6716","26.04","0","0.00"
"362320","청담글로벌","4735","-130","-2.67","93","50.91",,,"4268","1.11","0","0.00"
"066360","체리부로","1094","-29","-2.58","496","2.21",,,"2100","0.52","0","0.00"
"033250","체시스","4460","65","1.48","985","4.53",,,"7090","0.63","0","0.00"
"047820","초록뱀미디어","5450","150","2.83","115","47.39",,,"11069","0.49","0","0.00"
"094360","칩스앤미디어","17950","-610","-3.29","291","61.68","502","35.73","4120","4.36","116","0.65"
"0082N0","카나프테라퓨틱스","29900","950","3.28",,,,,"1135","26.34","0","0.00"
"016920","카스","999","-13","-1.28",,,,,"2772","0.36","10","1.00"
"284620","카이노스메드","1087","0","0.00",,,,,"35","31.06","0","0.00"
"035720","카카오","43550","-1150","-2.57","1118","38.95","1663","26.18","25625","1.70","75","0.17"
"293490","카카오게임즈","10840","-260","-2.34",,,"223","48.61","13314","0.81","0","0.00"
"323410","카카오뱅크","22550","-600","-2.59","1008","22.37","1294","17.43","14166","1.59","460","2.04"
"377300","카카오페이","57600","-1800","-3.03","335","171.94","961","59.95","14062","4.10","0","0.00"
"140430","카티스","752","0","0.00",,,,,"758","0.99","0","0.00"
"042000","카페24","22400","-750","-3.24","1615","13.87",,,"10998","2.04","0","0.00"
"006380","카프로","3660","0","0.00",,,,,"454","8.06","0","0.00"
"313760","캐리","468","0","0.00",,,,,"1920","0.24","0","0.00"
"071850","캐스텍코리아","1487","-7","-0.47",,,,,"2283","0.65","0","0.00"
"198080","캐프","3020","120","4.14","904","3.34",,,"6111","0.49","0","0.00"
"210120","캔버스엔","1395","20","1.45",,,,,"413","3.38","0","0.00"
"050110","캠시스","1910","-4","-0.21",,,,,"3209","0.60","0","0.00"
"452300","캡스톤파트너스","3910","-105","-2.62","163","23.99",,,"2434","1.61","29","0.74"
"451760","컨텍","21100","-2450","-10.40",,,,,"5646","3.74","0","0.00"
"078340","컴투스","29850","-350","-1.16","3192","9.35","3268","9.14","86968","0.34","1300","4.36"
"063080","컴투스홀딩스","15860","-400","-2.46","1661","9.55",,,"38461","0.41","0","0.00"
"307930","컴퍼니케이","8870","120","1.37","464","19.12",,,"5253","1.69","160","1.80"
"079190","케스피온","953","-70","-6.84",,,,,"702","1.36","0","0.00"
"263700","케어랩스","2370","-30","-1.25","989","2.40",,,"3531","0.67","0","0.00"
"214370","케어젠","100500","-800","-0.79","411","244.53",,,"4348","23.11","437","0.43"
"221980","케이디켐","10300","-20","-0.19","936","11.00",,,"27391","0.38","500","4.85"
"038530","케이바이오랩스","1482","-68","-4.39",,,,,"2305","0.64","0","0.00"
"279570","케이뱅크","5490","-300","-5.18","294","18.67","353","15.53","5781","0.95","0","0.00"
"001620","케이비아이동국실업","642","0","0.00","283","2.27",,,"2366","0.27","0","0.00"
"192250","케이사인","12570","-660","-4.99","371","33.88",,,"13139","0.96","200","1.59"
"431190","케이쓰리아이","4160","-110","-2.58",,,,,"4544","0.92","0","0.00"
"029460","케이씨","38050","-1250","-3.18","3947","9.64",,,"77202","0.49","430","1.13"
"115500","케이씨에스","17140","490","2.94","211","81.23",,,"1640","10.45","180","1.05"
"281820","케이씨텍","68400","-2800","-3.93","2686","25.47",,,"26877","2.54","450","0.66"
"089150","케이씨티","3250","-105","-3.13","162","20.06",,,"2095","1.55","80","2.46"
"025880","케이씨피드","2800","-50","-1.75","655","4.27",,,"5071","0.55","165","5.89"
"093320","케이아이엔엑스","116100","-2000","-1.69","3535","32.84",,,"42214","2.75","600","0.52"
"093640","케이알엠","5400","-20","-0.37",,,,,"2159","2.50","0","0.00"
"073010","케이에스피","5370","-400","-6.93","164","32.74",,,"2074","2.59","20","0.37"
"105330","케이엔더블유","10250","-410","-3.85",,,,,"7691","1.33","0","0.00"
"053080","케이엔솔","14590","-1200","-7.60",,,,,"9562","1.53","0","0.00"
"199430","케이엔알시스템","24100","-1300","-5.12",,,,,"2081","11.58","0","0.00"
"432470","케이엔에스","13300","-1400","-9.52",,,,,"6412","2.07","0","0.00"
"272110","케이엔제이","37250","-2950","-7.34","3271","11.39",,,"12376","3.01","0","0.00"
"039420","케이엘넷","3080","70","2.33","449","6.86",,,"3233","0.95","100","3.25"
"083550","케이엠","3380","10","0.30","336","10.06",,,"10326","0.33","50","1.48"
"032500","케이엠더블유","34550","-600","-1.71",,,"1289","26.79","3211","10.76","0","0.00"
"225430","케이엠제약","517","0","0.00",,,,,"1014","0.51","0","0.00"
"102370","케이옥션","2900","-20","-0.68",,,,,"4059","0.71","0","0.00"
"068100","케이웨더","2410","-90","-3.60",,,,,"1162","2.07","0","0.00"
"106080","케이이엠텍","1650","0","0.00",,,,,"5205","0.32","0","0.00"
"455180","케이지에이","2700","-180","-6.25",,,,,"3014","0.90","0","0.00"
"381970","케이카","10030","-180","-1.76","1050","9.55","1244","8.06","4587","2.19","1200","11.96"
"036030","케이티알파","5030","-110","-2.14","890","5.65",,,"6183","0.81","280","5.57"
"064820","케이프","13920","-1090","-7.26","2008","6.93",,,"9768","1.43","700","5.03"
"024880","케이피에프","5940","70","1.19","1000","5.94",,,"13491","0.44","701","11.80"
"042040","케이피엠테크","1015","-15","-1.46",,,,,"2850","0.36","0","0.00"
"054410","케이피티유","3640","-10","-0.27","386","9.43",,,"9569","0.38","0","0.00"
"258610","케일럼","1206","-12","-0.99",,,,,"1239","0.97","0","0.00"
"274090","켄코아에어로스페이스","21150","-1300","-5.79",,,,,"12229","1.73","0","0.00"
"089010","켐트로닉스","41000","-2300","-5.31","667","61.47","2546","16.11","14012","2.93","220","0.54"
"220260","켐트로스","5470","-300","-5.20",,,,,"2061","2.65","0","0.00"
"052400","코나아이","59700","-2800","-4.48","5176","11.53","7839","7.62","17996","3.32","1200","2.01"
"402030","코난테크놀로지","18780","-590","-3.05",,,,,"2361","7.95","0","0.00"
"391710","코닉오토메이션","2160","-130","-5.68",,,,,"577","3.74","0","0.00"
"046070","코다코","10280","0","0.00",,,,,"885","11.62","0","0.00"
"047770","코데즈컴바인","4040","-330","-7.55","117","34.53",,,"1855","2.18","0","0.00"
"080530","코디","815","0","0.00","104","7.84",,,"1060","0.77","0","0.00"
"104540","코렌텍","5050","-160","-3.07","489","10.33",,,"5844","0.86","0","0.00"
"027050","코리아나","1859","-71","-3.68",,,,,"2600","0.72","0","0.00"
"007815","코리아써우","22350","-1150","-4.89",,,,,,,"105","0.47"
"007810","코리아써키트","98200","-1300","-1.31","1726","56.89","4184","23.47","16070","6.11","100","0.10"
"00781K","코리아써키트2우B","18950","20","0.11",,,,,,,"105","0.55"
"190650","코리아에셋투자증권","8400","-400","-4.55","1210","6.94",,,"15266","0.55","550","6.55"
"123410","코리아에프티","6680","-270","-3.88","1577","4.24",,,"9358","0.71","200","2.99"
"003690","코리안리","11840","-80","-0.67","1587","7.46","1920","6.17","20843","0.57","570","4.81"
"036690","코맥스","2885","0","0.00",,,,,"633","4.56","0","0.00"
"049430","코메론","18300","-340","-1.82","2510","7.29","2570","7.12","28066","0.65","700","3.83"
"183300","코미코","143900","-4500","-3.03","4936","29.15","7026","20.48","26808","5.37","1400","0.97"
"041960","코미팜","8840","-170","-1.89",,,,,"967","9.14","0","0.00"
"089890","코세스","39350","-1650","-4.02","827","47.58",,,"4635","8.49","0","0.00"
"360350","코셈","12300","-1210","-8.96",,,,,"3533","3.48","0","0.00"
"082660","코스나인","480","0","0.00",,,,,"222","2.16","0","0.00"
"043710","코스리거글로벌","3980","-115","-2.81",,,,,"2065","1.93","0","0.00"
"192820","코스맥스","219500","6500","3.05","10847","20.24","13551","16.20","49196","4.46","3300","1.50"
"044820","코스맥스비티아이","20150","-1300","-6.06","3056","6.59",,,"28837","0.70","780","3.87"
"222040","코스맥스엔비티","7150","-420","-5.55",,,"962","7.43","2152","3.32","0","0.00"
"241710","코스메카코리아","91200","5700","6.67","4255","21.43","6825","13.36","23663","3.85","370","0.41"
"439960","코스모로보틱스","31200","7200","30.00",,,,,"524","59.54","0","0.00"
"005070","코스모신소재","56900","-3600","-5.95",,,"579","98.29","15288","3.72","0","0.00"
"005420","코스모화학","16120","-780","-4.62",,,,,"5730","2.81","0","0.00"
"355150","코스텍시스","56500","-2400","-4.07",,,"1414","39.96","3033","18.63","0","0.00"
"071950","코아스","1490","-114","-7.11",,,,,"2919","0.51","0","0.00"
"166480","코아스템켐온","4445","-355","-7.40",,,,,"1147","3.88","0","0.00"
"045970","코아시아","5230","-350","-6.27",,,,,"3100","1.69","0","0.00"
"196450","코아시아씨엠","1175","-26","-2.16","71","16.55",,,"1300","0.90","0","0.00"
"384470","코어라인소프트","3350","-165","-4.69",,,,,"989","3.39","0","0.00"
"002020","코오롱","78800","-1800","-2.23",,,"5153","15.29","132503","0.59","550","0.70"
"003070","코오롱글로벌","10060","-100","-0.98",,,,,"26910","0.37","400","3.98"
"003075","코오롱글로벌우","14820","-370","-2.44",,,,,,,"450","3.04"
"102940","코오롱생명과학","65200","1400","2.19","2001","32.58",,,"45249","1.44","0","0.00"
"002025","코오롱우","32650","-150","-0.46",,,,,,,"600","1.84"
"120110","코오롱인더","86400","-1800","-2.04","225","384.00","6286","13.74","129709","0.67","1300","1.50"
"120115","코오롱인더우","28600","-650","-2.22",,,,,,,"1350","4.72"
"021240","코웨이","91800","-1000","-1.08","8630","10.64","10514","8.73","51065","1.80","1957","2.13"
"056360","코위버","11110","-890","-7.42","379","29.31",,,"17332","0.64","50","0.45"
"282880","코윈테크","15950","-730","-4.38","148","107.77","1428","11.17","15009","1.06","200","1.25"
"121850","코이즈","2395","-185","-7.17",,,,,"395","6.06","0","0.00"
"448710","코츠테크놀로지","19490","-810","-3.99","1627","11.98","1906","10.23","11871","1.64","150","0.77"
"126730","코칩","18880","-870","-4.41","357","52.89",,,"7001","2.70","400","2.12"
"015710","코콤","3580","-160","-4.28","343","10.44",,,"7612","0.47","150","4.19"
"052330","코텍","12370","-710","-5.43","2221","5.57",,,"27942","0.44","300","2.43"
"322780","코퍼스코리아","458","0","0.00",,,,,"598","0.77","0","0.00"
"036420","콘텐트리중앙","5270","-500","-8.67",,,,,"7612","0.69","0","0.00"
"200130","콜마비앤에이치","12080","980","8.83",,,,,"12503","0.97","75","0.62"
"024720","콜마홀딩스","10480","630","6.40","683","15.34",,,"17926","0.58","270","2.58"
"294570","쿠콘","28700","500","1.77","2127","13.49","2146","13.37","16970","1.69","300","1.05"
"192400","쿠쿠홀딩스","28150","-1200","-4.09","4685","6.01",,,"42527","0.66","1550","5.51"
"284740","쿠쿠홈시스","23900","-100","-0.42","5330","4.48",,,"48373","0.49","1200","5.02"
"464490","쿼드메디슨","11490","20","0.17",,,"170","67.59","2716","4.23","0","0.00"
"317690","퀀타매트릭스","3770","-85","-2.20",,,,,"1998","1.89","0","0.00"
"432720","퀄리타스반도체","22850","-1100","-4.59",,,,,"2568","8.90","0","0.00"
"365270","큐라클","15130","-270","-1.75",,,,,"1765","8.57","0","0.00"
"348080","큐라티스","732","21","2.95",,,,,"541","1.35","0","0.00"
"060280","큐렉소","14770","-470","-3.08","67","220.45","180","82.11","2342","6.31","0","0.00"
"372320","큐로셀","42950","-350","-0.81",,,,,"348","123.42","0","0.00"
"051780","큐로홀딩스","6140","1415","29.95",,,,,"3620","1.70","0","0.00"
"115180","큐리언트","32000","750","2.40",,,,,"904","35.40","0","0.00"
"494120","큐리오시스","54200","-500","-0.91",,,,,"3703","14.64","0","0.00"
"445680","큐리옥스바이오시스템즈","92900","400","0.43",,,,,"3084","30.12","0","0.00"
"182360","큐브엔터","8550","-490","-5.42",,,,,"10823","0.79","0","0.00"
"405100","큐알티","19220","-1180","-5.78","247","77.81",,,"7641","2.52","480","2.50"
"066310","큐에스아이","14180","-820","-5.47","282","50.28",,,"9645","1.47","100","0.71"
"377460","큐에이드","4080","0","0.00","206","19.81",,,"915","4.46","0","0.00"
"016600","큐캐피탈","293","0","0.00","14","20.93",,,"809","0.36","0","0.00"
"355390","크라우드웍스","3150","-160","-4.83",,,,,"1265","2.49","0","0.00"
"264900","크라운제과","8490","-300","-3.41","964","8.81",,,"17790","0.48","280","3.30"
"26490K","크라운제과우","9140","-40","-0.44",,,,,,,"282","3.09"
"005740","크라운해태홀딩스","6920","-210","-2.95","1224","5.65",,,"23555","0.29","130","1.88"
"005745","크라운해태홀딩스우","7310","100","1.39",,,,,,,"135","1.85"
"259960","크래프톤","277500","-7000","-2.46","16454","16.87","26032","10.66","157747","1.76","2240","0.81"
"096240","크레버스","10000","-110","-1.09","702","14.25",,,"5570","1.80","800","8.00"
"040350","크레오에스지","3910","250","6.83",,,,,"2430","1.61","0","0.00"
"110790","크리스에프앤씨","3770","-70","-1.82","615","6.13",,,"17440","0.22","320","8.49"
"045520","크린앤사이언스","3010","-45","-1.47",,,,,"2757","1.09","0","0.00"
"214150","클래시스","54700","-900","-1.62","2017","27.12","3170","17.26","8487","6.45","1000","1.83"
"466100","클로봇","47550","-3050","-6.03",,,,,"2415","19.69","0","0.00"
"237880","클리오","12840","-910","-6.62","755","17.01","1169","10.98","13864","0.93","250","1.95"
"139670","키네마스터","1865","-67","-3.47","242","7.71",,,"1790","1.04","0","0.00"
"020120","키다리스튜디오","3840","-40","-1.03","179","21.45",,,"5485","0.70","0","0.00"
"475430","키스트론","5400","-410","-7.06","551","9.80",,,"10628","0.51","50","0.93"
"487720","키움제10호스팩","2020","-10","-0.49",,,,,,,"0","0.00"
"489480","키움제11호스팩","2025","-5","-0.25",,,,,,,"0","0.00"
"039490","키움증권","420000","-39000","-8.50","44379","9.46","56521","7.43","254008","1.65","11500","2.74"
"466690","키움히어로제1호스팩","2010","-15","-0.74",,,,,,,"0","0.00"
"0131D0","키움히어로제2호스팩","1985","-5","-0.25",,,,,,,"0","0.00"
"054780","키이스트","2155","-115","-5.07",,,,,"1995","1.08","0","0.00"
"256940","킵스파마","6650","-150","-2.21",,,,,"3088","2.15","0","0.00"
"219130","타이거일렉","56100","-1800","-3.11","835","67.19",,,"9226","6.08","0","0.00"
"336680","탑런토탈솔루션","3670","-125","-3.29","169","21.72",,,"4656","0.79","75","2.04"
"360070","탑머티리얼","16790","-760","-4.33",,,,,"13681","1.23","0","0.00"
"065130","탑엔지니어링","3090","-150","-4.63",,,,,"10304","0.30","0","0.00"
"134580","탑코미디어","1780","-102","-5.42",,,,,"661","2.69","0","0.00"
"014580","태경비케이","4575","-130","-2.76","866","5.28",,,"8538","0.54","150","3.28"
"015890","태경산업","4865","-115","-2.31","801","6.07",,,"10506","0.46","250","5.14"
"006890","태경케미컬","7890","-210","-2.59","770","10.25",,,"14876","0.53","180","2.28"
"023160","태광","37350","-500","-1.32","2469","15.13","2217","16.85","24145","1.55","535","1.43"
"003240","태광산업","1095000","-38000","-3.35","96033","11.40",,,"4669556","0.23","1750","0.16"
"011280","태림포장","1889","-13","-0.68",,,,,"4398","0.43","0","0.00"
"323280","태성","70100","-5300","-7.03",,,,,"4199","16.69","0","0.00"
"053620","태양","7100","-160","-2.20","1489","4.77",,,"24397","0.29","400","5.63"
"004100","태양금속","2780","-95","-3.30","94","29.57",,,"4175","0.67","10","0.36"
"004105","태양금속우","3945","-30","-0.75",,,,,,,"15","0.38"
"009410","태영건설","1832","-69","-3.63","191","9.59",,,"2037","0.90","0","0.00"
"009415","태영건설우","11180","180","1.64",,,,,,,"0","0.00"
"044490","태웅","46200","-3900","-7.78","271","170.48","1682","27.46","30459","1.52","0","0.00"
"124560","태웅로직스","2325","-105","-4.32",,,,,"6137","0.38","130","5.59"
"001420","태원물산","3045","-75","-2.40",,,,,"5683","0.54","200","6.57"
"191420","테고사이언스","11830","-760","-6.04",,,,,"6308","1.88","0","0.00"
"073640","테라사이언스","654","0","0.00",,,,,"283","2.31","0","0.00"
"066700","테라젠이텍스","2975","0","0.00","296","10.05",,,"3789","0.79","0","0.00"
"095610","테스","108600","3400","3.23","3244","33.48","4657","23.32","22090","4.92","850","0.78"
"055490","테이팩스","17550","-1060","-5.70","423","41.49",,,"32645","0.54","200","1.14"
"064520","테크엘","1846","71","4.00",,,,,"4232","0.44","0","0.00"
"089030","테크윙","53500","-4700","-8.08","263","203.42","2584","20.71","6018","8.89","130","0.24"
"054450","텔레칩스","16940","-650","-3.70",,,"1225","13.83","9686","1.75","0","0.00"
"078000","텔코웨어","15390","-880","-5.41","1195","12.88",,,"21758","0.71","640","4.16"
"200230","텔콘RF제약","535","-13","-2.37",,,,,"1584","0.34","0","0.00"
"214420","토니모리","7130","-380","-5.06","466","15.30",,,"4938","1.44","50","0.70"
"393210","토마토시스템","3930","-75","-1.87",,,,,"1683","2.34","0","0.00"
"475960","토모큐브","52900","-1100","-2.04",,,,,"2912","18.17","0","0.00"
"215480","토박스코리아","2160","60","2.86",,,,,"3520","0.61","0","0.00"
"051360","토비스","18830","-340","-1.77","2857","6.59",,,"18607","1.01","350","1.86"
"045340","토탈소프트","6990","150","2.19","997","7.01",,,"4272","1.64","100","1.43"
"108230","톱텍","3965","-65","-1.61",,,,,"10549","0.38","100","2.52"
"079970","투비소프트","596","0","0.00","88","6.77",,,"1747","0.34","0","0.00"
"199800","툴젠","138200","1200","0.88",,,,,"6229","22.19","0","0.00"
"417790","트루엔","7530","-160","-2.08","1156","6.51",,,"10450","0.72","200","2.66"
"091810","트리니티항공","895","-15","-1.65",,,,,"148","6.05","0","0.00"
"290090","트윔","6300","-50","-0.79",,,,,"8992","0.70","0","0.00"
"026150","특수건설","5860","-420","-6.69",,,,,"4922","1.19","29","0.49"
"464280","티디에스팜","8330","20","0.24","808","10.31",,,"8090","1.03","0","0.00"
"117730","티로보틱스","20100","-900","-4.29",,,,,"2304","8.72","0","0.00"
"033830","티비씨","567","-13","-2.24","40","14.18",,,"1389","0.41","14","2.47"
"057680","티사이언티픽","2380","10","0.42",,,,,"11950","0.20","0","0.00"
"204610","티쓰리","3145","65","2.11","308","10.21","276","11.41","1835","1.71","140","4.45"
"125020","티씨머티리얼즈","6890","-330","-4.57","51","135.10",,,"2222","3.10","0","0.00"
"064760","티씨케이","308000","-8000","-2.53","6138","50.18","10253","30.04","46452","6.63","1430","0.46"
"246710","티앤알바이오팹","2610","30","1.16",,,,,"485","5.38","0","0.00"
"340570","티앤엘","55000","-1300","-2.31","4725","11.64","6237","8.82","25091","2.19","1500","2.73"
"043220","티에스넥스젠","1710","0","0.00",,,,,"1101","1.55","0","0.00"
"277880","티에스아이","5480","-160","-2.84","61","89.84",,,"5136","1.07","0","0.00"
"131290","티에스이","173300","-2600","-1.48","3526","49.15","6979","24.83","35375","4.90","450","0.26"
"019180","티에이치엔","7710","-120","-1.53","3815","2.02",,,"12483","0.62","120","1.56"
"425420","티에프이","60600","-5200","-7.90","1586","38.21","2996","20.23","9411","6.44","0","0.00"
"484810","티엑스알로보틱스","17760","-840","-4.52",,,,,"3578","4.96","0","0.00"
"131100","티엔엔터테인먼트","1208","-69","-5.40","11","109.82",,,"2077","0.58","0","0.00"
"356860","티엘비","96400","-4000","-3.98","1959","49.21","4256","22.65","12972","7.43","450","0.47"
"217590","티엠씨","30200","-1300","-4.13",,,,,"4647","6.50","50","0.17"
"363280","티와이홀딩스","2675","-40","-1.47",,,,,"22503","0.12","0","0.00"
"36328K","티와이홀딩스우","4000","-30","-0.74",,,,,,,"0","0.00"
"321550","티움바이오","11480","1390","13.78",,,,,"1302","8.82","0","0.00"
"004870","티웨이홀딩스","238","-1","-0.42",,,,,"832","0.29","0","0.00"
"425040","티이엠씨","23100","-500","-2.12","759","30.43","1112","20.77","9438","2.45","150","0.65"
"241790","티이엠씨씨엔에스","8660","-340","-3.78","438","19.77",,,"11871","0.73","70","0.81"
"022220","티케이지애강","828","6","0.73",,,,,"1673","0.49","0","0.00"
"104480","티케이케미칼","2270","-65","-2.78","1282","1.77",,,"13505","0.17","0","0.00"
"081150","티플랙스","4250","-350","-7.61","137","31.02",,,"6922","0.61","50","1.18"
"130740","티피씨글로벌","1964","28","1.45",,,,,"5794","0.34","0","0.00"
"084730","팅크웨어","7880","-420","-5.06",,,,,"16025","0.49","0","0.00"
"440110","파두","94800","-5600","-5.58",,,,,"391","242.46","0","0.00"
"034230","파라다이스","14810","-430","-2.82","1087","13.62","1165","12.71","19694","0.75","150","1.01"
"290560","파라택시스이더리움","1569","-53","-3.27","179","8.77",,,"1438","1.09","0","0.00"
"288330","파라택시스코리아","416","0","0.00",,,,,"412","1.01","0","0.00"
"033540","파라텍","971","16","1.68",,,,,"2142","0.45","0","0.00"
"388870","파로스아이바이오","7640","-230","-2.92",,,,,"1076","7.10","0","0.00"
"043200","파루","921","-29","-3.05",,,,,"574","1.60","0","0.00"
"214450","파마리서치","309500","-18500","-5.64","15893","19.47","20426","15.15","59603","5.19","3700","1.20"
"005690","파미셀","18170","-90","-0.49","671","27.08","1087","16.72","2064","8.80","50","0.28"
"177830","파버나인","2765","-5","-0.18",,,,,"6459","0.43","80","2.89"
"037070","파세코","8990","260","2.98","185","48.59",,,"4285","2.10","150","1.67"
"150900","파수AI","5110","-320","-5.89","235","21.74",,,"3303","1.55","100","1.96"
"037030","파워넷","8890","830","10.30","652","13.63",,,"6040","1.47","0","0.00"
"047310","파워로직스","4965","-145","-2.84",,,,,"5394","0.92","0","0.00"
"368770","파이버프로","22800","-1400","-5.79","285","80.00",,,"1398","16.31","86","0.38"
"170790","파이오링크","11000","-250","-2.22","1160","9.48",,,"13588","0.81","360","3.27"
"049120","파인디앤씨","2970","-305","-9.31",,,,,"4905","0.61","0","0.00"
"038950","파인디지털","3490","5","0.14",,,,,"11183","0.31","50","1.43"
"387570","파인메딕스","7340","210","2.95",,,,,"3499","2.10","0","0.00"
"441270","파인엠텍","10090","-310","-2.98",,,"831","12.14","4459","2.26","0","0.00"
"106240","파인테크닉스","2010","-90","-4.29",,,,,"3362","0.60","0","0.00"
"131760","파인텍","1036","0","0.00",,,,,"649","1.60","0","0.00"
"065690","파커스","1332","-88","-6.20","502","2.65",,,"4416","0.30","0","0.00"
"140860","파크시스템스","298500","-17500","-5.54","4963","60.15","8454","35.31","32386","9.22","500","0.17"
"091700","파트론","7220","-50","-0.69","674","10.71","833","8.67","10321","0.70","310","4.29"
"032800","판타지오","1750","50","2.94",,,,,"5345","0.33","0","0.00"
"318010","팜스빌","3475","-65","-1.84","374","9.29",,,"8596","0.40","200","5.76"
"036580","팜스코","3135","-90","-2.79","1169","2.68",,,"5917","0.53","50","1.59"
"027710","팜스토리","1372","-66","-4.59","272","5.04",,,"2550","0.54","100","7.29"
"004720","팜젠사이언스","3940","110","2.87",,,,,"6677","0.59","0","0.00"
"225590","패션플랫폼","950","0","0.00","107","8.88",,,"3026","0.31","0","0.00"
"054300","팬스타엔터프라이즈","1005","-24","-2.33",,,,,"1540","0.65","0","0.00"
"068050","팬엔터테인먼트","1412","-67","-4.53",,,,,"2546","0.55","0","0.00"
"028670","팬오션","5810","-10","-0.17","564","10.30","745","7.79","10707","0.54","150","2.58"
"222110","팬젠","6500","670","11.49","154","42.21",,,"2218","2.93","0","0.00"
"271830","팸텍","1441","-49","-3.29",,,,,"2108","0.68","0","0.00"
"010820","퍼스텍","12870","-60","-0.46","303","42.48",,,"1691","7.61","0","0.00"
"016800","퍼시스","31400","-1650","-4.99","3976","7.90",,,"66786","0.47","1000","3.18"
"263750","펄어비스","52800","-600","-1.12",,,"3342","15.80","13011","4.06","0","0.00"
"251970","펌텍코리아","40000","-1750","-4.19","2778","14.40","3863","10.36","23753","1.68","450","1.13"
"187660","페니트리움바이오","9100","-20","-0.22",,,,,"393","23.16","0","0.00"
"0015S0","페스카로","13960","-600","-4.12","305","45.77",,,"6312","2.21","0","0.00"
"001020","페이퍼코리아","674","0","0.00",,,,,"1482","0.45","0","0.00"
"168360","펨트론","25250","-2850","-10.14",,,"2463","10.25","1216","20.76","50","0.20"
"087010","펩트론","286500","10000","3.62",,,,,"6110","46.89","0","0.00"
"090080","평화산업","977","-6","-0.61","286","3.42",,,"1132","0.86","0","0.00"
"010770","평화홀딩스","3940","-55","-1.38","2414","1.63",,,"8854","0.44","150","3.81"
"064800","포니링크","799","0","0.00","126","6.34",,,"1714","0.47","0","0.00"
"119500","포메탈","4400","-25","-0.56","182","24.18",,,"4336","1.01","60","1.36"
"389140","포바이포","7900","-310","-3.78",,,,,"2799","2.82","0","0.00"
"105760","포스뱅크","5320","-210","-3.80","392","13.57",,,"8078","0.66","0","0.00"
"022100","포스코DX","34650","400","1.17","343","101.02",,,"3752","9.24","125","0.36"
"058430","포스코스틸리온","7200","-530","-6.86","285","25.26","611","11.78","6401","1.12","109","1.51"
"009520","포스코엠텍","19090","-910","-4.55","34","561.47",,,"2744","6.96","10","0.05"
"047050","포스코인터내셔널","74000","-1300","-1.73","3603","20.54","5088","14.54","39358","1.88","1850","2.50"
"003670","포스코퓨처엠","261000","-19000","-6.79","51","5117.65","735","355.00","45731","5.71","250","0.10"
"189690","포시에스","1969","-1","-0.05","178","11.06",,,"2850","0.69","50","2.54"
"318020","포인트모바일","3295","-105","-3.09","232","14.20",,,"4286","0.77","100","3.03"
"256630","포인트엔지니어링","1175","0","0.00",,,,,"1171","1.00","10","0.85"
"331380","포커스에이아이","1975","-65","-3.19",,,,,"742","2.66","0","0.00"
"208710","포톤","2435","-155","-5.98",,,,,"3611","0.67","0","0.00"
"472850","폰드그룹","5220","-60","-1.14","600","8.70",,,"4078","1.28","280","5.36"
"039980","폴라리스AI","8430","-590","-6.54",,,,,"6604","1.28","0","0.00"
"041910","폴라리스AI파마","7300","-210","-2.80","464","15.73",,,"10233","0.71","0","0.00"
"234100","폴라리스세원","1020","0","0.00","6","170.00",,,"2619","0.39","0","0.00"
"041020","폴라리스오피스","4320","-165","-3.68","98","44.08",,,"1798","2.40","0","0.00"
"114630","폴라리스우노","2300","-55","-2.34","145","15.86",,,"7450","0.31","0","0.00"
"290720","푸드나무","3270","40","1.24","75","43.60",,,"1019","3.21","0","0.00"
"005670","푸드웰","6840","-80","-1.16","1094","6.25",,,"10889","0.63","160","2.34"
"094940","푸른기술","10850","290","2.75",,,,,"4670","2.32","0","0.00"
"007330","푸른저축은행","11500","50","0.44","1696","6.78",,,"27355","0.42","770","6.70"
"017810","풀무원","10900","-140","-1.27","84","129.76","1318","8.27","8405","1.30","102","0.94"
"093380","풍강","2620","-80","-2.96","84","31.19",,,"7332","0.36","80","3.05"
"023900","풍국주정","9630","-300","-3.02","812","11.86",,,"13637","0.71","200","2.08"
"103140","풍산","92100","-1100","-1.18","5388","17.09","8972","10.27","84137","1.09","1700","1.85"
"005810","풍산홀딩스","41700","-1100","-2.57","5389","7.74","5158","8.08","84683","0.49","1600","3.84"
"371950","풍원정밀","9710","-1270","-11.57",,,,,"542","17.92","0","0.00"
"298060","풍전약품","927","0","0.00","6","154.50",,,"816","1.14","0","0.00"
"370090","퓨런티어","14400","-220","-1.50",,,,,"4810","2.99","0","0.00"
"445180","퓨릿","10800","-740","-6.41","893","12.09","1120","9.64","6252","1.73","120","1.11"
"220100","퓨쳐켐","17250","100","0.58",,,,,"2432","7.09","0","0.00"
"035200","프럼파스트","3650","-165","-4.33","125","29.20",,,"4849","0.75","80","2.19"
"334970","프레스티지바이오로직스","2065","-15","-0.72",,,,,"1739","1.19","0","0.00"
"227100","프로브잇","612","0","0.00",,,,,"159","3.85","0","0.00"
"321260","프로이천","3975","-355","-8.20","144","27.60",,,"1575","2.52","60","1.51"
